Sentence,Label
"// safe example
char bufferf[50]; memcpy(bufferf, src, min(len, sizeof(bufferf)));",0
"void f(){
  void func(char *s){ char buffer[5]; strcpy(buffer, s); }",1
"void f(){
  char buf[10];
fgets(buf, sizeof(buf), stdin);",0
"char user_input_buff[50]; memcpy(user_input_buff, src, len);",1
"/* vulnerable */
char tmp[8]; for(i=0;i<strlen(s);i++) tmp[i]=s[i];",1
"// safe example
char *p = malloc(10);
strncpy(p, data, 9);
// end",0
"void f(){
  char buf[8];
strncpy(buf, user_input, 7);
// end",0
"char name[32]; scanf(""%31s"", name);
}",0
"char buf[20]; strcat(buf, extra);
// end",1
"/* fixed */
char name[32]; scanf(""%31s"", name);",0
"void read_user_input(){ char data[64]; read(fd, data, 1024); }
}",1
"/* vulnerable */
char data[16];
sprintf(data, ""%s%s"", a, b);",1
"char buffer[8];
strcpy(buffer, user_input);
}",1
"void f(){
  void func(char *s){ char user_input_buf[5]; strcpy(user_input_buf, s); }
// end",1
"/* vulnerable */
char *p = malloc(10);
strcpy(p, data);
}",1
"char buf[20]; strncat(buf, extra, sizeof(buf)-strlen(buf)-1);",0
"void f(){
  char buf[10];
fgets(buf, sizeof(buf), stdin);
}",0
"void f(){
  char data[10];
fgets(data, sizeof(data), stdin);",0
"void f(){
  void func(char *s){ char buf[5]; strcpy(buf, s); }
}",1
"// user input handler
char buf[8];
strcpy(buf, user_input);
}",1
"void f(){
  char buffer[16];
sprintf(buffer, ""%s%s"", a, b);
// end",1
"char tmp[8]; for(i=0;i<strlen(s);i++) tmp[i]=s[i];
// end",1
"void f(){
  char bufferf[50]; memcpy(bufferf, src, len);",1
"// user input handler
char dataf[50]; memcpy(dataf, src, len);",1
"// safe example
char tmp[16];
snprintf(tmp, sizeof(tmp), ""%s%s"", a, b);
// end",0
"char *p = malloc(10);
strcpy(p, data);
// end",1
"// safe example
char *p = malloc(10);
strncpy(p, data, 9);",0
"void f(){
  char user_input_buf[8]; for(i=0;i<strlen(s);i++) user_input_buf[i]=s[i];
// end",1
"void f(){
  char name[32]; scanf(""%31s"", name);
// end",0
"/* fixed */
char buffer[10];
fgets(buffer, sizeof(buffer), stdin);
}",0
"// user input handler
void func(char *s){ char data[5]; strcpy(data, s); }
// end",1
"// user input handler
char dataf[50]; memcpy(dataf, src, len);
}",1
"void f(){
  void read_user_input(){ char buf[8]; read(fd, buf, min(1024, sizeof(buf))); }
}",0
"void f(){
  char user_input_buf[20]; strcat(user_input_buf, extra);
}",1
